transaction_id,sender_account,receiver_account,transaction_date,amount,transaction_type
,,,,,
t5532,A953,D586,2024-08-06,4015.0,withdrawal
t5533,A134,D397,2024-03-21,2589.0,withdrawal
t5534,A829,D687,2024-07-22,2646.0,deposit
,,,,,
,,,,,
,,,,,
t5538,A769,D521,2024-02-19,469.0,deposit
t5539,A370,D402,2024-07-07,3106.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t5545,A524,D378,2024-07-18,2304.0,transfer
t5546,A530,D966,2024-04-04,1460.0,transfer
,,,,,
t5548,A572,D269,2024-11-25,669.0,deposit
,,,,,
t5550,A541,D673,2024-01-10,404.0,transfer
t5551,A692,D718,2024-06-24,1493.0,withdrawal
t5552,A387,D230,2024-08-17,1885.0,withdrawal
,,,,,
t5554,A801,D568,2024-11-10,2214.0,withdrawal
t5555,A108,D436,2024-04-02,4815.0,deposit
,,,,,
t5557,A209,D713,2024-12-13,1490.0,transfer
t5558,A134,D912,2024-01-25,189.0,withdrawal
,,,,,
t5560,A962,D618,2024-10-18,2518.0,withdrawal
,,,,,
t5562,A738,D420,2024-12-27,314.0,withdrawal
t5563,A266,D243,2024-11-27,4334.0,withdrawal
t5564,A384,D838,2024-06-24,735.0,withdrawal
t5565,A824,D718,2024-08-26,4815.0,deposit
,,,,,
t5567,A864,D183,2024-09-18,2335.0,withdrawal
,,,,,
t5569,A162,D897,2024-04-09,3417.0,withdrawal
,,,,,
,,,,,
,,,,,
t5573,A949,D396,2024-06-20,774.0,deposit
,,,,,
,,,,,
,,,,,
t5577,A332,D652,2024-06-16,243.0,deposit
t5578,A586,D974,2024-05-02,2325.0,deposit
,,,,,
t5580,A757,D487,2024-12-04,2370.0,transfer
t5581,A704,D271,2024-03-10,4387.0,deposit
,,,,,
t5583,A556,D193,2024-07-07,1400.0,deposit
,,,,,
t5585,A605,D607,2024-12-01,4296.0,withdrawal
,,,,,
,,,,,
t5588,A926,D658,2024-01-18,4062.0,withdrawal
,,,,,
t5590,A490,D661,2024-01-20,2140.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t5596,A636,D289,2024-04-26,2082.0,deposit
,,,,,
t5598,A858,D216,2024-09-20,4870.0,deposit
t5599,A224,D800,2024-11-14,218.0,deposit
,,,,,
,,,,,
t5602,A228,D741,2024-03-10,226.0,transfer
,,,,,
,,,,,
,,,,,
t5606,A680,D543,2024-06-26,3666.0,transfer
,,,,,
,,,,,
t5609,A723,D149,2024-12-27,4830.0,deposit
t5610,A484,D128,2024-06-26,4085.0,transfer
t5611,A852,D759,2024-04-28,1307.0,withdrawal
t5612,A588,D739,2024-03-06,1946.0,withdrawal
t5613,A948,D788,2024-01-19,4569.0,transfer
t5614,A441,D799,2024-10-26,1259.0,deposit
t5615,A137,D486,2024-01-22,1875.0,deposit
,,,,,
t5617,A940,D549,2024-06-18,3547.0,deposit
t5618,A242,D214,2024-04-05,3292.0,deposit
,,,,,
,,,,,
t5621,A222,D261,2024-01-12,2133.0,transfer
,,,,,
,,,,,
t5624,A550,D156,2024-12-08,964.0,transfer
,,,,,
,,,,,
,,,,,
t5628,A578,D932,2024-11-16,4445.0,deposit
,,,,,
t5630,A875,D639,2024-11-09,2988.0,transfer
,,,,,
,,,,,
t5633,A952,D862,2024-06-01,2061.0,transfer
,,,,,
,,,,,
t5636,A693,D203,2024-09-22,2435.0,transfer
t5637,A849,D675,2024-02-23,4449.0,transfer
,,,,,
t5639,A435,D538,2024-12-08,3603.0,transfer
t5640,A412,D412,2024-09-20,4542.0,withdrawal
t5641,A646,D840,2024-07-24,2864.0,withdrawal
t5642,A997,D341,2024-08-12,2187.0,withdrawal
t5643,A238,D240,2024-04-17,3341.0,transfer
t5644,A665,D723,2024-07-16,4652.0,deposit
,,,,,
,,,,,
t5647,A148,D310,2024-01-19,2994.0,transfer
,,,,,
t5649,A996,D528,2024-07-26,3333.0,withdrawal
,,,,,
,,,,,
t5652,A659,D401,2024-05-17,1206.0,deposit
t5653,A976,D807,2024-08-03,106.0,withdrawal
t5654,A480,D691,2024-04-04,1712.0,deposit
t5655,A143,D493,2024-02-06,1828.0,deposit
,,,,,
,,,,,
t5658,A836,D270,2024-04-17,2238.0,withdrawal
,,,,,
t5660,A234,D726,2024-06-02,569.0,deposit
,,,,,
,,,,,
t5663,A465,D898,2024-09-18,141.0,deposit
,,,,,
t5665,A822,D435,2024-11-20,4047.0,transfer
t5666,A673,D729,2024-07-04,4400.0,deposit
t5667,A453,D432,2024-07-16,1788.0,transfer
t5668,A918,D948,2024-08-01,154.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t5675,A335,D456,2024-01-19,3215.0,withdrawal
,,,,,
t5677,A140,D668,2024-05-06,2593.0,transfer
t5678,A182,D328,2024-04-09,4657.0,withdrawal
t5679,A225,D355,2024-07-04,2217.0,withdrawal
,,,,,
t5681,A287,D906,2024-10-16,823.0,deposit
t5682,A592,D857,2024-06-24,3670.0,transfer
t5683,A312,D913,2024-01-10,187.0,deposit
t5684,A421,D554,2024-11-28,2834.0,withdrawal
t5685,A897,D272,2024-10-14,2985.0,transfer
,,,,,
,,,,,
t5688,A669,D989,2024-08-22,158.0,deposit
t5689,A260,D204,2024-02-07,200.0,transfer
t5690,A509,D465,2024-07-17,4008.0,withdrawal
,,,,,
,,,,,
t5693,A409,D944,2024-04-12,2022.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t5698,A520,D532,2024-01-28,1859.0,withdrawal
,,,,,
,,,,,
t5701,A947,D591,2024-10-11,794.0,transfer
t5702,A220,D779,2024-11-17,3782.0,transfer
t5703,A598,D980,2024-06-19,757.0,transfer
t5704,A300,D242,2024-11-10,1251.0,deposit
,,,,,
t5706,A607,D613,2024-12-22,4137.0,transfer
t5707,A453,D523,2024-11-04,2899.0,withdrawal
t5708,A769,D797,2024-05-02,1537.0,transfer
,,,,,
t5710,A203,D546,2024-07-03,1212.0,withdrawal
,,,,,
t5712,A652,D501,2024-09-01,3867.0,deposit
t5713,A445,D829,2024-12-22,3206.0,withdrawal
,,,,,
t5715,A626,D179,2024-11-23,3385.0,withdrawal
t5716,A641,D377,2024-10-01,3862.0,transfer
t5717,A964,D746,2024-08-20,1715.0,withdrawal
,,,,,
,,,,,
t5720,A185,D557,2024-11-21,3090.0,withdrawal
t5721,A326,D860,2024-03-25,327.0,transfer
t5722,A908,D343,2024-07-15,3103.0,transfer
,,,,,
t5724,A231,D265,2024-12-18,3924.0,transfer
,,,,,
t5726,A972,D722,2024-01-27,2118.0,transfer
,,,,,
t5728,A656,D269,2024-09-16,2294.0,transfer
t5729,A932,D659,2024-04-16,4590.0,deposit
t5730,A932,D468,2024-11-14,1490.0,withdrawal
,,,,,
,,,,,
,,,,,
t5734,A293,D836,2024-01-26,581.0,deposit
,,,,,
t5736,A170,D636,2024-04-25,2759.0,withdrawal
t5737,A249,D221,2024-01-18,2948.0,transfer
,,,,,
,,,,,
t5740,A533,D801,2024-07-25,4231.0,deposit
t5741,A114,D371,2024-07-28,2521.0,withdrawal
,,,,,
,,,,,
t5744,A632,D447,2024-04-11,4980.0,transfer
,,,,,
,,,,,
t5747,A740,D190,2024-01-19,218.0,transfer
t5748,A596,D896,2024-07-09,2034.0,withdrawal
t5749,A640,D418,2024-07-07,2377.0,transfer
t5750,A288,D842,2024-01-19,4575.0,withdrawal
,,,,,
t5752,A378,D622,2024-02-12,4277.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t5757,A704,D455,2024-01-22,4936.0,transfer
,,,,,
t5759,A426,D445,2024-03-01,2239.0,transfer
,,,,,
,,,,,
t5762,A594,D302,2024-08-27,953.0,withdrawal
t5763,A519,D137,2024-08-25,4317.0,transfer
t5764,A868,D579,2024-10-16,4711.0,withdrawal
t5765,A813,D109,2024-08-25,2275.0,withdrawal
,,,,,
t5767,A542,D402,2024-06-20,1676.0,withdrawal
t5768,A893,D114,2024-06-25,310.0,deposit
t5769,A890,D751,2024-09-03,4957.0,transfer
t5770,A872,D729,2024-10-18,2904.0,withdrawal
t5771,A163,D409,2024-11-16,2303.0,withdrawal
t5772,A615,D890,2024-03-13,644.0,deposit
,,,,,
t5774,A100,D149,2024-01-22,2257.0,transfer
,,,,,
t5776,A318,D676,2024-08-17,3523.0,transfer
,,,,,
,,,,,
t5779,A476,D894,2024-08-09,2186.0,deposit
,,,,,
,,,,,
t5782,A356,D422,2024-11-24,4323.0,transfer
,,,,,
,,,,,
,,,,,
t5786,A322,D940,2024-02-20,2838.0,deposit
t5787,A308,D602,2024-11-21,2389.0,withdrawal
t5788,A482,D607,2024-09-20,3182.0,withdrawal
,,,,,
,,,,,
t5791,A466,D389,2024-07-27,844.0,withdrawal
,,,,,
t5793,A771,D619,2024-09-12,606.0,withdrawal
,,,,,
t5795,A365,D835,2024-04-27,1439.0,withdrawal
t5796,A408,D210,2024-02-04,1374.0,transfer
,,,,,
,,,,,
,,,,,
t5800,A154,D841,2024-11-18,2137.0,deposit
t5801,A457,D108,2024-02-24,166.0,withdrawal
,,,,,
t5803,A428,D821,2024-05-07,3342.0,withdrawal
t5804,A749,D826,2024-01-15,3477.0,deposit
t5805,A847,D871,2024-10-27,4736.0,deposit
t5806,A608,D182,2024-05-16,1946.0,withdrawal
,,,,,
,,,,,
,,,,,
t5810,A548,D823,2024-12-25,3880.0,deposit
,,,,,
,,,,,
t5813,A422,D661,2024-07-05,2978.0,transfer
t5814,A611,D359,2024-01-15,640.0,deposit
t5815,A142,D124,2024-06-02,3308.0,deposit
t5816,A412,D108,2024-07-14,4636.0,transfer
t5817,A108,D527,2024-03-17,3212.0,deposit
t5818,A859,D344,2024-02-08,4392.0,deposit
,,,,,
t5820,A529,D174,2024-02-23,849.0,transfer
t5821,A330,D104,2024-01-24,3321.0,deposit
t5822,A823,D307,2024-06-08,1191.0,transfer
t5823,A696,D126,2024-07-18,3352.0,withdrawal
,,,,,
t5825,A292,D973,2024-07-12,2444.0,transfer
t5826,A993,D394,2024-06-25,2219.0,deposit
t5827,A639,D291,2024-04-14,2383.0,withdrawal
,,,,,
t5829,A706,D558,2024-07-02,1492.0,transfer
t5830,A612,D195,2024-04-07,698.0,transfer
t5831,A370,D223,2024-03-07,1643.0,transfer
,,,,,
,,,,,
t5834,A763,D576,2024-06-05,4989.0,withdrawal
t5835,A630,D934,2024-11-27,3336.0,transfer
t5836,A130,D626,2024-02-15,660.0,transfer
t5837,A388,D564,2024-01-06,496.0,withdrawal
t5838,A645,D155,2024-01-23,4865.0,transfer
t5839,A894,D981,2024-03-06,1316.0,withdrawal
t5840,A504,D217,2024-09-19,1208.0,transfer
,,,,,
t5842,A907,D312,2024-11-09,650.0,deposit
,,,,,
t5844,A240,D842,2024-02-08,3631.0,deposit
t5845,A142,D268,2024-03-27,3664.0,withdrawal
,,,,,
t5847,A482,D633,2024-05-13,3600.0,transfer
t5848,A341,D882,2024-11-20,1033.0,transfer
t5849,A888,D421,2024-03-18,2297.0,withdrawal
t5850,A817,D844,2024-01-16,1374.0,withdrawal
,,,,,
t5852,A457,D688,2024-07-02,1153.0,withdrawal
t5853,A648,D498,2024-11-12,2078.0,transfer
t5854,A783,D355,2024-02-20,4347.0,deposit
,,,,,
,,,,,
,,,,,
t5858,A544,D609,2024-07-27,360.0,withdrawal
t5859,A918,D945,2024-10-18,2952.0,withdrawal
t5860,A834,D854,2024-09-11,3565.0,withdrawal
t5861,A830,D521,2024-06-25,3161.0,transfer
t5862,A364,D728,2024-03-27,4597.0,deposit
t5863,A983,D129,2024-11-12,2896.0,transfer
t5864,A272,D931,2024-04-27,4204.0,withdrawal
,,,,,
t5866,A902,D329,2024-05-22,667.0,withdrawal
,,,,,
,,,,,
t5869,A292,D663,2024-11-15,4654.0,transfer
,,,,,
,,,,,
t5872,A684,D331,2024-06-10,2979.0,transfer
t5873,A650,D703,2024-12-03,3934.0,withdrawal
t5874,A945,D912,2024-11-07,4684.0,transfer
,,,,,
t5876,A357,D421,2024-02-21,4010.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t5881,A558,D222,2024-02-13,2171.0,transfer
,,,,,
,,,,,
t5884,A596,D573,2024-04-08,105.0,transfer
,,,,,
t5886,A948,D622,2024-11-26,255.0,deposit
t5887,A336,D265,2024-01-18,265.0,deposit
,,,,,
t5889,A417,D906,2024-06-12,3313.0,withdrawal
,,,,,
t5891,A716,D536,2024-03-02,1229.0,withdrawal
,,,,,
,,,,,
t5894,A191,D982,2024-09-05,3957.0,withdrawal
t5895,A658,D559,2024-07-14,3131.0,withdrawal
,,,,,
t5897,A858,D962,2024-10-19,2086.0,deposit
,,,,,
,,,,,
t5900,A664,D522,2024-02-15,544.0,deposit
t5901,A432,D775,2024-11-27,746.0,deposit
,,,,,
t5903,A253,D322,2024-07-10,2895.0,deposit
t5904,A169,D170,2024-09-25,3230.0,deposit
,,,,,
t5906,A468,D288,2024-12-26,1711.0,transfer
,,,,,
,,,,,
t5909,A593,D712,2024-06-10,286.0,deposit
t5910,A586,D875,2024-06-25,431.0,transfer
t5911,A794,D651,2024-03-22,1995.0,deposit
,,,,,
t5913,A410,D695,2024-10-16,2082.0,deposit
,,,,,
t5915,A313,D163,2024-02-03,2610.0,deposit
,,,,,
t5917,A541,D479,2024-05-04,127.0,withdrawal
,,,,,
,,,,,
,,,,,
t5921,A969,D348,2024-03-03,1531.0,transfer
t5922,A261,D853,2024-05-28,3159.0,transfer
t5923,A229,D616,2024-02-16,2317.0,transfer
t5924,A579,D260,2024-11-08,2649.0,transfer
t5925,A543,D453,2024-03-03,4590.0,withdrawal
,,,,,
,,,,,
t5928,A681,D383,2024-09-25,1818.0,deposit
t5929,A376,D808,2024-03-04,4215.0,deposit
,,,,,
,,,,,
t5932,A145,D144,2024-05-10,2998.0,deposit
t5933,A528,D772,2024-12-19,2207.0,deposit
t5934,A445,D620,2024-08-18,331.0,deposit
,,,,,
t5936,A263,D872,2024-07-27,1833.0,withdrawal
t5937,A777,D703,2024-09-19,4813.0,withdrawal
t5938,A350,D999,2024-02-22,4352.0,deposit
t5939,A712,D923,2024-02-06,385.0,transfer
,,,,,
t5941,A945,D524,2024-08-05,786.0,deposit
,,,,,
t5943,A382,D864,2024-12-14,943.0,transfer
t5944,A990,D674,2024-10-14,3231.0,withdrawal
,,,,,
t5946,A976,D226,2024-01-19,2701.0,transfer
,,,,,
,,,,,
t5949,A160,D890,2024-03-28,150.0,deposit
,,,,,
t5951,A799,D233,2024-06-27,2596.0,transfer
,,,,,
t5953,A102,D366,2024-03-05,4282.0,withdrawal
,,,,,
,,,,,
t5956,A478,D362,2024-05-07,3135.0,withdrawal
,,,,,
t5958,A776,D875,2024-02-01,2209.0,transfer
t5959,A659,D223,2024-03-18,3133.0,deposit
,,,,,
t5961,A330,D341,2024-06-05,3113.0,withdrawal
t5962,A512,D109,2024-01-11,2604.0,withdrawal
,,,,,
t5964,A779,D940,2024-06-07,2124.0,transfer
t5965,A152,D100,2024-01-14,3703.0,deposit
t5966,A541,D310,2024-06-27,3833.0,withdrawal
,,,,,
t5968,A195,D259,2024-03-26,1823.0,withdrawal
,,,,,
,,,,,
t5971,A444,D779,2024-08-07,2479.0,withdrawal
,,,,,
t5973,A111,D141,2024-11-09,3871.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t5981,A268,D975,2024-12-15,3374.0,deposit
t5982,A922,D924,2024-05-10,800.0,transfer
,,,,,
,,,,,
,,,,,
t5986,A855,D338,2024-09-13,3954.0,transfer
,,,,,
t5988,A258,D726,2024-03-05,2675.0,deposit
,,,,,
,,,,,
t5991,A570,D299,2024-04-04,2557.0,transfer
,,,,,
t5993,A720,D772,2024-04-02,845.0,deposit
t5994,A690,D545,2024-10-28,676.0,deposit
t5995,A902,D144,2024-06-24,4100.0,withdrawal
,,,,,
t5997,A622,D372,2024-02-07,4631.0,withdrawal
,,,,,
t5999,A868,D759,2024-01-25,2846.0,transfer
t6000,A629,D185,2024-06-01,3908.0,transfer
t6001,A720,D473,2024-10-10,3509.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t6006,A188,D567,2024-08-21,3473.0,deposit
t6007,A659,D756,2024-02-12,3273.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t6012,A872,D625,2024-10-08,2985.0,transfer
,,,,,
t6014,A203,D942,2024-10-05,3625.0,transfer
t6015,A882,D819,2024-10-12,3824.0,transfer
,,,,,
,,,,,
t6018,A306,D572,2024-04-23,994.0,withdrawal
t6019,A841,D286,2024-12-28,1140.0,deposit
,,,,,
t6021,A233,D819,2024-02-16,1739.0,deposit
t6022,A478,D699,2024-01-16,4968.0,withdrawal
t6023,A620,D791,2024-09-01,1628.0,deposit
t6024,A234,D192,2024-04-14,3774.0,transfer
,,,,,
t6026,A498,D621,2024-07-19,1778.0,withdrawal
,,,,,
t6028,A801,D971,2024-09-17,405.0,deposit
,,,,,
t6030,A455,D556,2024-05-26,3654.0,withdrawal
t6031,A551,D375,2024-09-23,854.0,transfer
,,,,,
t6033,A728,D821,2024-06-02,1351.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t6038,A527,D689,2024-05-09,1310.0,deposit
,,,,,
,,,,,
,,,,,
t6042,A898,D451,2024-05-05,4516.0,deposit
,,,,,
,,,,,
t6045,A401,D182,2024-02-16,2777.0,transfer
t6046,A329,D618,2024-05-06,2171.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t6051,A267,D723,2024-08-09,3014.0,deposit
t6052,A849,D678,2024-02-28,2101.0,transfer
,,,,,
t6054,A112,D781,2024-03-05,2126.0,deposit
,,,,,
,,,,,
,,,,,
t6058,A709,D431,2024-03-10,807.0,deposit
t6059,A281,D664,2024-11-21,1162.0,withdrawal
,,,,,
,,,,,
t6062,A776,D650,2024-02-03,3834.0,transfer
t6063,A351,D436,2024-01-04,4649.0,transfer
,,,,,
t6065,A442,D914,2024-06-19,537.0,withdrawal
,,,,,
t6067,A775,D854,2024-07-07,3787.0,deposit
t6068,A128,D209,2024-01-13,2435.0,withdrawal
,,,,,
t6070,A741,D130,2024-04-01,637.0,transfer
t6071,A141,D755,2024-05-12,4061.0,deposit
t6072,A747,D127,2024-08-11,2644.0,deposit
t6073,A348,D994,2024-08-17,2030.0,withdrawal
t6074,A772,D914,2024-02-21,3644.0,deposit
t6075,A824,D622,2024-07-28,1125.0,withdrawal
t6076,A484,D824,2024-04-12,3781.0,deposit
t6077,A505,D474,2024-12-07,572.0,deposit
t6078,A637,D243,2024-05-20,1423.0,deposit
,,,,,
,,,,,
,,,,,
t6082,A851,D306,2024-01-22,4507.0,withdrawal
,,,,,
t6084,A273,D989,2024-03-06,4567.0,transfer
t6085,A232,D681,2024-06-23,1185.0,withdrawal
t6086,A318,D497,2024-08-25,3057.0,deposit
t6087,A280,D615,2024-04-06,780.0,transfer
t6088,A171,D164,2024-10-28,1765.0,deposit
t6089,A117,D972,2024-10-19,1077.0,withdrawal
,,,,,
,,,,,
,,,,,
t6093,A970,D301,2024-04-28,154.0,deposit
,,,,,
,,,,,
t6096,A134,D594,2024-08-03,4083.0,withdrawal
t6097,A634,D118,2024-03-08,2933.0,withdrawal
,,,,,
t6099,A447,D222,2024-02-14,4204.0,deposit
,,,,,
,,,,,
t6102,A426,D663,2024-12-16,3238.0,withdrawal
,,,,,
,,,,,
t6105,A402,D224,2024-11-07,4368.0,deposit
t6106,A888,D187,2024-04-12,4086.0,transfer
,,,,,
t6108,A479,D455,2024-05-20,1087.0,deposit
t6109,A762,D218,2024-12-07,3890.0,withdrawal
t6110,A180,D568,2024-10-20,930.0,deposit
t6111,A991,D438,2024-10-15,3434.0,withdrawal
,,,,,
t6113,A222,D549,2024-07-23,558.0,transfer
t6114,A138,D791,2024-09-22,320.0,deposit
t6115,A676,D797,2024-06-03,3974.0,deposit
,,,,,
,,,,,
t6118,A476,D501,2024-11-25,2250.0,transfer
t6119,A151,D987,2024-03-27,4967.0,deposit
t6120,A351,D945,2024-05-01,1969.0,deposit
,,,,,
,,,,,
,,,,,
t6124,A752,D345,2024-01-06,894.0,withdrawal
,,,,,
t6126,A696,D557,2024-08-19,2050.0,withdrawal
t6127,A590,D844,2024-10-16,1821.0,deposit
t6128,A570,D986,2024-01-07,3107.0,deposit
t6129,A177,D275,2024-09-07,2604.0,withdrawal
,,,,,
t6131,A366,D572,2024-04-23,2384.0,transfer
t6132,A156,D954,2024-11-16,2216.0,transfer
,,,,,
t6134,A534,D869,2024-08-13,4536.0,transfer
t6135,A329,D862,2024-11-25,2171.0,deposit
,,,,,
,,,,,
t6138,A630,D363,2024-12-22,2138.0,deposit
t6139,A132,D894,2024-02-14,3732.0,deposit
,,,,,
,,,,,
t6142,A222,D487,2024-08-17,1123.0,deposit
,,,,,
t6144,A824,D977,2024-10-16,4631.0,withdrawal
,,,,,
t6146,A200,D615,2024-01-28,697.0,withdrawal
,,,,,
t6148,A498,D854,2024-04-28,3714.0,withdrawal
t6149,A805,D974,2024-02-24,4012.0,deposit
t6150,A715,D938,2024-04-11,2114.0,deposit
,,,,,
t6152,A444,D308,2024-06-10,354.0,transfer
t6153,A256,D842,2024-11-01,3899.0,deposit
t6154,A874,D907,2024-03-25,1956.0,withdrawal
,,,,,
,,,,,
t6157,A749,D846,2024-12-27,1576.0,deposit
t6158,A797,D339,2024-08-25,4534.0,deposit
t6159,A625,D838,2024-03-05,4144.0,withdrawal
t6160,A748,D285,2024-08-01,4909.0,deposit
,,,,,
t6162,A584,D168,2024-03-15,4945.0,deposit
t6163,A648,D414,2024-07-06,2458.0,transfer
,,,,,
,,,,,
t6166,A127,D938,2024-11-15,3639.0,withdrawal
,,,,,
t6168,A226,D118,2024-01-12,3865.0,withdrawal
,,,,,
,,,,,
t6171,A660,D592,2024-04-09,1707.0,transfer
,,,,,
,,,,,
t6174,A106,D937,2024-07-26,4829.0,deposit
t6175,A627,D714,2024-06-24,906.0,withdrawal
,,,,,
t6177,A973,D717,2024-04-16,1932.0,withdrawal
t6178,A265,D100,2024-06-02,3282.0,withdrawal
t6179,A530,D488,2024-07-13,2590.0,withdrawal
t6180,A208,D159,2024-12-15,869.0,withdrawal
t6181,A962,D403,2024-09-20,3867.0,transfer
t6182,A981,D636,2024-03-13,994.0,transfer
t6183,A720,D280,2024-11-13,3465.0,withdrawal
,,,,,
,,,,,
,,,,,
t6187,A172,D772,2024-08-16,3350.0,withdrawal
t6188,A213,D683,2024-07-17,1031.0,withdrawal
t6189,A884,D264,2024-07-25,3937.0,withdrawal
t6190,A448,D805,2024-07-14,672.0,transfer
,,,,,
,,,,,
t6193,A390,D515,2024-07-20,797.0,deposit
t6194,A662,D288,2024-02-23,567.0,deposit
t6195,A551,D791,2024-08-05,4329.0,transfer
t6196,A540,D119,2024-04-04,587.0,transfer
t6197,A308,D980,2024-03-02,3955.0,withdrawal
,,,,,
,,,,,
t6200,A283,D433,2024-03-25,3514.0,deposit
t6201,A571,D778,2024-09-11,3822.0,withdrawal
t6202,A835,D415,2024-04-10,4984.0,deposit
t6203,A640,D848,2024-01-11,585.0,withdrawal
t6204,A974,D452,2024-08-20,2062.0,deposit
,,,,,
t6206,A914,D603,2024-09-14,3859.0,withdrawal
t6207,A894,D694,2024-11-18,2024.0,transfer
,,,,,
t6209,A534,D309,2024-12-25,3333.0,withdrawal
t6210,A682,D220,2024-07-13,2478.0,transfer
t6211,A695,D954,2024-08-07,3115.0,withdrawal
t6212,A745,D590,2024-12-01,2456.0,deposit
,,,,,
t6214,A922,D128,2024-09-10,2374.0,withdrawal
t6215,A216,D498,2024-10-25,1746.0,deposit
t6216,A332,D111,2024-05-27,4104.0,transfer
t6217,A611,D356,2024-03-04,4347.0,deposit
,,,,,
,,,,,
,,,,,
t6221,A438,D423,2024-04-28,1750.0,transfer
,,,,,
,,,,,
t6224,A506,D217,2024-11-13,3096.0,transfer
t6225,A287,D288,2024-05-01,2054.0,transfer
t6226,A128,D635,2024-10-09,1449.0,withdrawal
,,,,,
t6228,A838,D966,2024-11-13,3978.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t6235,A437,D656,2024-11-19,3574.0,deposit
,,,,,
,,,,,
t6238,A781,D799,2024-12-21,1495.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t6244,A907,D192,2024-11-21,2899.0,withdrawal
t6245,A203,D406,2024-04-10,4355.0,transfer
t6246,A436,D415,2024-07-21,2087.0,deposit
,,,,,
t6248,A820,D315,2024-01-05,1732.0,deposit
t6249,A130,D489,2024-11-26,4291.0,withdrawal
t6250,A708,D793,2024-08-18,3559.0,transfer
,,,,,
,,,,,
t6253,A688,D834,2024-02-07,3350.0,withdrawal
t6254,A415,D831,2024-12-17,201.0,transfer
,,,,,
t6256,A698,D191,2024-11-12,1341.0,withdrawal
,,,,,
,,,,,
t6259,A835,D178,2024-06-19,3113.0,withdrawal
t6260,A358,D230,2024-11-16,809.0,transfer
t6261,A834,D220,2024-05-06,1556.0,transfer
,,,,,
,,,,,
,,,,,
t6265,A572,D336,2024-07-24,827.0,withdrawal
,,,,,
t6267,A702,D355,2024-07-07,303.0,transfer
,,,,,
,,,,,
,,,,,
t6271,A949,D400,2024-02-24,718.0,transfer
t6272,A206,D497,2024-08-20,3219.0,transfer
,,,,,
t6274,A298,D316,2024-04-01,4831.0,withdrawal
,,,,,
t6276,A922,D701,2024-10-09,3228.0,transfer
,,,,,
t6278,A381,D929,2024-06-10,3866.0,withdrawal
,,,,,
,,,,,
,,,,,
t6282,A610,D258,2024-07-02,3098.0,deposit
t6283,A419,D319,2024-12-02,1683.0,transfer
,,,,,
,,,,,
,,,,,
t6287,A334,D384,2024-09-27,4985.0,deposit
,,,,,
,,,,,
,,,,,
t6291,A741,D632,2024-05-01,3345.0,transfer
t6292,A426,D971,2024-09-03,2571.0,deposit
t6293,A282,D960,2024-10-24,206.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t6299,A245,D791,2024-03-18,3586.0,deposit
,,,,,
t6301,A344,D686,2024-11-28,3256.0,deposit
t6302,A722,D371,2024-03-16,4081.0,transfer
t6303,A712,D835,2024-06-07,1591.0,deposit
,,,,,
,,,,,
,,,,,
t6307,A985,D290,2024-11-14,4779.0,withdrawal
t6308,A263,D585,2024-03-26,4102.0,transfer
,,,,,
,,,,,
t6311,A588,D393,2024-10-10,3768.0,transfer
t6312,A816,D324,2024-08-15,3275.0,transfer
t6313,A730,D551,2024-11-20,4043.0,transfer
,,,,,
,,,,,
t6316,A204,D748,2024-07-27,3482.0,deposit
,,,,,
,,,,,
,,,,,
t6320,A490,D549,2024-11-24,563.0,withdrawal
,,,,,
t6322,A856,D976,2024-08-28,2006.0,withdrawal
,,,,,
t6324,A532,D149,2024-06-11,886.0,withdrawal
,,,,,
t6326,A469,D277,2024-06-05,4825.0,deposit
,,,,,
,,,,,
,,,,,
t6330,A996,D700,2024-11-08,774.0,deposit
t6331,A600,D799,2024-11-10,4483.0,deposit
,,,,,
t6333,A595,D913,2024-07-02,3828.0,deposit
t6334,A531,D462,2024-06-20,2917.0,transfer
t6335,A487,D489,2024-08-22,3189.0,deposit
t6336,A418,D744,2024-08-25,3055.0,withdrawal
,,,,,
,,,,,
t6339,A928,D283,2024-08-27,2596.0,withdrawal
t6340,A419,D270,2024-06-28,1348.0,transfer
,,,,,
t6342,A985,D272,2024-03-10,1375.0,withdrawal
,,,,,
t6344,A388,D768,2024-02-26,4870.0,withdrawal
,,,,,
t6346,A904,D643,2024-04-28,3748.0,deposit
t6347,A215,D964,2024-05-20,134.0,deposit
t6348,A529,D564,2024-06-05,3854.0,withdrawal
